time relative [s],angle [rad],control [V]
0.91450802,49.7209397308145,12
0.91628256,49.7628276328623,12
0.91737492,49.867547387982,12
0.91901862,49.9303792410538,12
0.919829800000001,50.0350989961734,12
0.92145896,50.0979308492452,12
0.92243232,50.181706653341,12
0.92359052,50.2445385064128,12
0.92460824,50.3073703594846,12
0.925666280000001,50.3702022125564,12
0.9266933,50.4330340656281,12
0.92773456,50.4958659186999,12
0.928772200000001,50.5586977717717,12
0.92978784,50.6215296248435,12
0.930813960000001,50.6843614779153,12
0.93182272,50.7471933309871,12
0.93282108,50.8100251840589,12
0.9340039,50.8519130861068,12
0.93502372,50.9147449391786,12
0.936059080000001,50.9775767922504,12
0.937116200000001,51.0404086453222,12
0.93814256,51.103240498394,12
0.93926784,51.1660723514658,12
0.9402999,51.2289042045376,12
0.942113500000001,51.2917360576094,12
0.943109140000001,51.396455812729,12
0.94460278,51.4592876658008,12
0.94556736,51.5640074209205,12
0.94730372,51.6058953229683,12
0.94828282,51.710615078088,12
0.94976744,51.7525029801359,12
0.950736120000001,51.8572227352555,12
0.95242324,51.9200545883273,12
0.95339092,52.003830392423,12
0.955068900000001,52.0666622454948,12
0.95604622,52.1713820006145,12
0.957541760000001,52.2132699026624,12
0.95852332,52.317989657782,12
0.96028758,52.3598775598299,12
0.96135474,52.4645973149495,12
0.9629977,52.5274291680213,12
0.963811840000001,52.632148923141,12
0.96601268,52.7578126292846,12
0.966812740000001,52.7997005313325,12
0.96854238,52.9044202864521,12
0.970131540000001,52.9672521395239,12
0.97115158,53.0510279436196,12
0.97269978,53.1138597966914,12
0.973713340000001,53.2185795518111,12
0.974637760000001,53.2814114048829,12
0.97628814,53.3651872089786,12
0.978022240000001,53.4070751110265,12
0.979039,53.5117948661461,12
0.979815,53.5746267192179,12
0.98158464,53.6793464743376,12
0.98329716,53.7421783274094,12
0.98428038,53.8259541315051,12
0.98599486,53.8887859845769,12
0.98682234,53.9935057396966,12
0.98848128,54.0563375927684,12
0.98943938,54.1401133968641,12
0.991194220000001,54.182001298912,12
0.992278280000001,54.2867210540316,12
0.9939927,54.3495529071034,12
0.9948091,54.4542726622231,12
0.99644928,54.5171045152949,12
0.997459500000001,54.6008803193906,12
0.99918974,54.6637121724624,12
1.00019314,54.7684319275821,12
1.0017185,54.8312637806539,12
1.00273388,54.9359835357735,12
1.004777,55.0407032908932,12
1.00573644,55.103535143965,12
1.00746468,55.1873109480607,12
1.00841078,55.2501428011325,12
1.01004942,55.3548625562522,12
1.01099028,55.3967504583,12
1.01261246,55.5014702134197,12
1.01366128,55.5643020664915,12
1.01534904,55.6690218216111,12
1.01628744,55.710909723659,12
1.01798678,55.8156294787787,12
1.01880676,55.8784613318504,12
1.02057294,55.9831810869701,12
1.02151904,56.025068989018,12
1.02319536,56.1297887441376,12
1.0241733,56.1716766461855,12
1.02577168,56.2763964013052,12
1.02679276,56.339228254377,12
1.02851928,56.4439480094966,12
