Sample,X(ms) [18.06.2017 17:26:23 699 UTC],"M_beam_angle"[%MD24],"M_beam_angular_velocity"[%MD48],"M_beam_PWM_output"[%MW22]
539,4283.073280,-0.200362950563431,0,-7
540,4291.755420,-0.200362950563431,0,-7
541,4301.308680,-0.200362950563431,0,-7
542,4309.943280,-0.200362950563431,0,-7
543,4319.012980,-0.200362950563431,0,-7
544,4327.711600,-0.200362950563431,0,-7
545,4334.645500,-0.200362950563431,0,-7
546,4341.552400,-0.200362950563431,0,-7
547,4348.862960,-0.200362950563431,0,-7
548,4355.803260,-0.200362950563431,0,-7
549,4362.745560,-0.200362950563431,0,-7
550,4369.659720,-0.200362950563431,0,-7
551,4376.833780,-0.200362950563431,0,-7
552,4383.827560,-0.200362950563431,0,-7
553,4390.699500,-0.200362950563431,0,-7
554,4397.606120,-0.200362950563431,0,-7
555,4404.840960,-0.200362950563431,0,-7
556,4411.739780,-0.200362950563431,0,-7
557,4418.644100,-0.200362950563431,0,-7
558,4425.840360,-0.200362950563431,0,-7
559,4432.754740,-0.200362950563431,0,-7
560,4439.863060,-0.200362950563431,0,-7
561,4446.900700,-0.200362950563431,0,-7
562,4453.829460,-0.200362950563431,0,-7
563,4463.345960,-0.200362950563431,0,-7
564,4472.022860,-0.200362950563431,0,-7
565,4481.468960,-0.200362950563431,0,-7
566,4489.937000,-0.200362950563431,0,-7
567,4499.256980,-0.200362950563431,0,-7
568,4507.816800,-0.200362950563431,0,-7
569,4516.255700,-0.200362950563431,0,-7
570,4525.784660,-0.200362950563431,0,-7
571,4534.281580,-0.200362950563431,0,-7
572,4543.690280,-0.200362950563431,0,-7
573,4551.452960,-0.200362950563431,0,-7
574,4558.463740,-0.200362950563431,0,-7
575,4565.381620,-0.200362950563431,0,-7
576,4572.658520,-0.200362950563431,0,-7
577,4579.620700,-0.200362950563431,0,-7
578,4586.616040,-0.200362950563431,0,-7
579,4593.540620,-0.200362950563431,0,-7
580,4600.670020,-0.200362950563431,0,-7
581,4607.602400,-0.200362950563431,0,-7
582,4614.503700,-0.200362950563431,0,-7
583,4621.657980,-0.200362950563431,0,-7
584,4629.434680,-0.200362950563431,0,-7
585,4638.541880,-0.200362950563431,0,-7
586,4647.071160,-0.200362950563431,0,-7
587,4655.849460,-0.200362950563431,0,-7
588,4664.952720,-0.200362950563431,0,-7
589,4673.953180,-0.200362950563431,0,-7
590,4683.417000,-0.200362950563431,0,-7
591,4691.969900,-0.200362950563431,0,-7
592,4701.379980,-0.200362950563431,0,-7
593,4709.809160,-0.200362950563431,0,-7
594,4719.053600,-0.200362950563431,0,-7
595,4727.904720,-0.200362950563431,0,-7
596,4736.458980,-0.200362950563431,0,-7
597,4743.661820,-0.200362950563431,0,-7
598,4750.643460,-0.200362950563431,0,-7
599,4757.590960,-0.200362950563431,0,-7
600,4764.496460,-0.200362950563431,0,-7
601,4771.672260,-0.200362950563431,0,-7
602,4778.589780,-0.200362950563431,0,-7
603,4785.470760,-0.200362950563431,0,-7
604,4792.435760,-0.200362950563431,0,-7
605,4799.322700,-0.200362950563431,0,-7
606,4806.549720,-0.200362950563431,0,-7
607,4813.475760,-0.200362950563431,0,-7
608,4820.358720,-0.200362950563431,0,-7
609,4827.604120,-0.200362950563431,0,-7
610,4836.270400,-0.200362950563431,0,-7
611,4845.457820,-0.200362950563431,0,-7
612,4853.898180,-0.200362950563431,0,-7
613,4862.524660,-0.200362950563431,0,-7
614,4871.991480,-0.200362950563431,0,-7
615,4880.669140,-0.200362950563431,0,-7
616,4889.860780,-0.200362950563431,0,-7
617,4898.540840,-0.200362950563431,0,-7
618,4907.651320,-0.200362950563431,0,-7
619,4916.041140,-0.200362950563431,0,-7
620,4924.445420,-0.200362950563431,0,-7
621,4931.339640,-0.200362950563431,0,-7
622,4938.279100,-0.200362950563431,0,-7
623,4945.564820,-0.200362950563431,0,-7
624,4952.496680,-0.200362950563431,0,-7
625,4959.426980,-0.200362950563431,0,-7
626,4966.362880,-0.200362950563431,0,-7
627,4973.597260,-0.200362950563431,0,-7
628,4980.461700,-0.200362950563431,0,-7
629,4987.431540,-0.200362950563431,0,-7
630,4994.405480,-0.200362950563431,0,-7
631,5001.604380,-0.200362950563431,0,-7
632,5008.541880,-0.200362950563431,0,-7
633,5015.469520,-0.200362950563431,0,-7
634,5024.723800,-0.200362950563431,0,-7
635,5033.894120,-0.200362950563431,0,-7
636,5042.591400,-0.200362950563431,0,-7
637,5051.047660,-0.200362950563431,0,-7
638,5060.493080,-0.200362950563431,0,-7
639,5069.050860,-0.200362950563431,0,-7
640,5078.757540,-0.200362950563431,0,-7
641,5087.422140,-0.200362950563431,0,-7
642,5096.742720,-0.200362950563431,0,-7
643,5105.520600,-0.200362950563431,0,-7
644,5112.681760,-0.200362950563431,0,-7
645,5119.610480,-0.200362950563431,0,-7
646,5126.838240,-0.200362950563431,0,-7
647,5133.747580,-0.200362950563431,0,-7
648,5140.628780,-0.200362950563431,0,-7
649,5147.904720,-0.200362950563431,0,-7
650,5154.850060,-0.200362950563431,0,-7
651,5161.727120,-0.200362950563431,0,-7
652,5168.638140,-0.200362950563431,0,-7
653,5175.870240,-0.200362950563431,0,-7
654,5182.792660,-0.200362950563431,0,-7
655,5189.670700,-0.200362950563431,0,-7
656,5196.675820,-0.200362950563431,0,-7
657,5203.887980,-0.200362950563431,0,-7
658,5213.014600,-0.200362950563431,0,-7
659,5222.508780,-0.200362950563431,0,-7
660,5230.927560,-0.200362950563431,0,-7
661,5239.659600,-0.200362950563431,0,-7
662,5248.816760,-0.200362950563431,0,-7
663,5257.571620,-0.200362950563431,0,-7
664,5266.697660,-0.200362950563431,0,-7
665,5275.596900,-0.200362950563431,0,-7
666,5284.811280,-0.200362950563431,0,-7
667,5293.524080,-0.200362950563431,0,-7
668,5301.390700,-0.200362950563431,0,-7
669,5308.326440,-0.200362950563431,0,-7
670,5315.041980,-0.200362950563431,0,-7
671,5322.377380,-0.200362950563431,0,-7
672,5329.316380,-0.200362950563431,0,-7
673,5336.279600,-0.200362950563431,0,-7
674,5343.033200,-0.200362950563431,0,-7
675,5350.467980,-0.200362950563431,0,-7
676,5357.391620,-0.200362950563431,0,-7
677,5364.362180,-0.200362950563431,0,-7
678,5371.494120,-0.200362950563431,0,-7
679,5378.463360,-0.200362950563431,0,-7
680,5385.418440,-0.200362950563431,0,-7
681,5392.346780,-0.200362950563431,0,-7
682,5399.282620,-0.200362950563431,0,-7
683,5407.237820,-0.200362950563431,0,-7
684,5416.372100,-0.200362950563431,0,-7
685,5425.301900,-0.200362950563431,0,-7
686,5434.458560,-0.200362950563431,0,-7
687,5442.874340,-0.200362950563431,0,-7
688,5452.275100,-0.200362950563431,0,-7
689,5460.862300,-0.200362950563431,0,-7
690,5469.606720,-0.200362950563431,0,-7
